productId,brand,name,displayName,category,subcategory,section,packSize,quantity,unit,variant,flavour,size,mrp,estimatedMRP,sellingPrice,discount,manufacturer,barcode,gtin,sku,stock,availability,bhusawalAvailability,prescriptionRequired,vegNonVeg,restaurantName,shopName,image,imageSource,imageLicenseStatus,sourceURL,sourceName,searchKeywords,verificationStatus,mrpVerificationStatus,imageVerificationStatus,duplicateStatus,ageRestricted,legalReviewRequired,dataConflict,lastVerifiedDate,notes
BC-FOOD-000011,Royal Biryani & Caterers,Masala Dosa,Masala Dosa,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Crispy golden fermented rice crepê stuffed with spiced potato masala, served with coconut chutney and sambar.",,Standard Serving,80,,80,,Royal Biryani & Caterers,,,bc_food_111,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_111.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"masala,vegetarian,veg,dosa,breakfast,masala dosa",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000012,Royal Biryani & Caterers,Mysore Masala Dosa,Mysore Masala Dosa,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Crispy golden fermented rice crepê stuffed with spiced potato masala, served with coconut chutney and sambar. (Special Mysore Masala Dosa preparation #2)",,Standard Serving,100,,100,,Royal Biryani & Caterers,,,bc_food_112,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_112.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"masala,mysore masala dosa,vegetarian,mysore,veg,dosa,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000013,Royal Biryani & Caterers,Cheese Masala Dosa,Cheese Masala Dosa,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Crispy golden fermented rice crepê stuffed with spiced potato masala, served with coconut chutney and sambar. (Special Cheese Masala Dosa preparation #2)",,Standard Serving,120,,120,,Royal Biryani & Caterers,,,bc_food_113,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_113.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"masala,vegetarian,veg,cheese masala dosa,cheese,dosa,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000014,Royal Biryani & Caterers,Onion Uttapam,Onion Uttapam,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Thick savory rice pancake topped with chopped onions, tomatoes, green chillies and fresh coriander.",,Standard Serving,90,,90,,Royal Biryani & Caterers,,,bc_food_114,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_114.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"onion,vegetarian,veg,onion uttapam,uttapam,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000015,Royal Biryani & Caterers,Mix Veg Uttapam,Mix Veg Uttapam,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Thick savory rice pancake topped with chopped onions, tomatoes, green chillies and fresh coriander. (Special Mix Veg Uttapam preparation #2)",,Standard Serving,110,,110,,Royal Biryani & Caterers,,,bc_food_115,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_115.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"mix,mix veg uttapam,vegetarian,veg,uttapam,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000016,Royal Biryani & Caterers,Bhusawal Special Misal Pav,Bhusawal Special Misal Pav,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Traditional vegetarian Bhusawal Special Misal Pav prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,70,,70,,Royal Biryani & Caterers,,,bc_food_116,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_116.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"misal,special,pav,vegetarian,veg,bhusawal,breakfast,bhusawal special misal pav",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000017,Royal Biryani & Caterers,Kat Vada (2 pcs),Kat Vada 2 pcs,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Traditional vegetarian Kat Vada 2 pcs prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,70,,70,,Royal Biryani & Caterers,,,bc_food_117,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_117.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"kat vada (2 pcs),vegetarian,kat,veg,pcs),vada,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000018,Royal Biryani & Caterers,Usal Pav,Usal Pav,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Traditional vegetarian Usal Pav prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,60,,60,,Royal Biryani & Caterers,,,bc_food_118,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_118.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"pav,vegetarian,usal pav,veg,breakfast,usal",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000019,Royal Biryani & Caterers,Butter Pav Bhaji,Butter Pav Bhaji,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Spiced mashed vegetable bhaji served with butter-toasted pav bread, chopped onions and lemon.",,Standard Serving,100,,100,,Royal Biryani & Caterers,,,bc_food_119,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_119.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"pav,vegetarian,butter,bhaji,veg,butter pav bhaji,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000020,Royal Biryani & Caterers,Cheese Pav Bhaji,Cheese Pav Bhaji,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Spiced mashed vegetable bhaji served with butter-toasted pav bread, chopped onions and lemon. (Special Cheese Pav Bhaji preparation #2)",,Standard Serving,130,,130,,Royal Biryani & Caterers,,,bc_food_120,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_120.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"cheese pav bhaji,pav,vegetarian,bhaji,veg,cheese,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000021,Royal Biryani & Caterers,Poori Bhaji (4 pcs),Poori Bhaji 4 pcs,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Puff-fried golden puri bread served alongside mildly spiced potato bhaji gravy.,,Standard Serving,80,,80,,Royal Biryani & Caterers,,,bc_food_121,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_121.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"poori,vegetarian,bhaji,poori bhaji (4 pcs),veg,pcs),breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000022,Royal Biryani & Caterers,Bread Butter Jam,Bread Butter Jam,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Toasted slices of fresh bread generously spread with creamy Amul butter.,,Standard Serving,40,,40,,Royal Biryani & Caterers,,,bc_food_122,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_122.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"bread,jam,vegetarian,butter,veg,bread butter jam,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000023,Royal Biryani & Caterers,Double Egg Omelette,Double Egg Omelette,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Fluffy beaten eggs cooked with onions, chillies and herbs, served hot.",,Standard Serving,50,,50,,Royal Biryani & Caterers,,,bc_food_123,99,AVAILABLE,AVAILABLE,NO,NON_VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_123.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"omelette,nonveg,non-veg,double egg omelette,egg,breakfast,double",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000024,Royal Biryani & Caterers,Bread Omelette,Bread Omelette,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,Traditional flavorful Bread Omelette prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,60,,60,,Royal Biryani & Caterers,,,bc_food_124,99,AVAILABLE,AVAILABLE,NO,NON_VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_124.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"omelette,nonveg,bread,non-veg,bread omelette,egg,breakfast",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000025,Royal Biryani & Caterers,Cheese Egg Bhurji (2 Eggs),Cheese Egg Bhurji,Breakfast,Breakfast,Food,1 Serving / Portion,1,portion,"Scrambled eggs cooked with chopped onions, green chillies, tomatoes and fresh coriander.",,Standard Serving,80,,80,,Royal Biryani & Caterers,,,bc_food_125,99,AVAILABLE,AVAILABLE,NO,NON_VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_125.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"nonveg,non-veg,cheese egg bhurji (2 eggs),cheese,egg,bhurji,breakfast,eggs)",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000026,Royal Biryani & Caterers,Bhusawal Special Kanda Bhaji,Bhusawal Special Kanda Bhaji,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Crispy onion fritters made with chickpea flour batter, spices and deep-fried golden.",,Standard Serving,40,,40,,Royal Biryani & Caterers,,,bc_food_126,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_126.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"special,vegetarian,bhaji,veg,snacks,bhusawal,kanda,bhusawal special kanda bhaji",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000027,Royal Biryani & Caterers,Mirchi Pakoda (4 pcs),Mirchi Pakoda 4 pcs,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Crispy onion fritters made with chickpea flour batter, spices and deep-fried golden. (Special Mirchi Pakoda 4 pcs preparation #2)",,Standard Serving,50,,50,,Royal Biryani & Caterers,,,bc_food_127,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_127.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"mirchi pakoda (4 pcs),mirchi,vegetarian,pakoda,veg,pcs),snacks",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000028,Royal Biryani & Caterers,Aloo Vada / Batata Vada,Aloo Vada / Batata Vada,Snacks,Snacks,Food,1 Serving / Portion,1,portion,Traditional vegetarian Aloo Vada / Batata Vada prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,25,,25,,Royal Biryani & Caterers,,,bc_food_128,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_128.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"vegetarian,batata,veg,aloo,vada,snacks,aloo vada / batata vada",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000029,Royal Biryani & Caterers,Bhusawal Vada Pav,Bhusawal Vada Pav,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Spiced potato fritter inside a soft pav bun, layered with dry garlic chutney and green chili.",,Standard Serving,30,,30,,Royal Biryani & Caterers,,,bc_food_129,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_129.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"pav,vegetarian,veg,bhusawal vada pav,bhusawal,snacks,vada",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000030,Royal Biryani & Caterers,Cheese Vada Pav,Cheese Vada Pav,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Spiced potato fritter inside a soft pav bun, layered with dry garlic chutney and green chili. (Special Cheese Vada Pav preparation #2)",,Standard Serving,50,,50,,Royal Biryani & Caterers,,,bc_food_130,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_130.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"pav,vegetarian,veg,cheese,cheese vada pav,snacks,vada",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000031,Royal Biryani & Caterers,Samosa (2 pcs),Samosa 2 pcs,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Crispy golden pastry stuffed with spiced potatoes and green peas, served with tamarind chutney.",,Standard Serving,30,,30,,Royal Biryani & Caterers,,,bc_food_131,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_131.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"vegetarian,veg,snacks,pcs),samosa,samosa (2 pcs)",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000032,Royal Biryani & Caterers,Samosa Chaat,Samosa Chaat,Snacks,Snacks,Food,1 Serving / Portion,1,portion,"Crispy golden pastry stuffed with spiced potatoes and green peas, served with tamarind chutney. (Special Samosa Chaat preparation #2)",,Standard Serving,60,,60,,Royal Biryani & Caterers,,,bc_food_132,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_132.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"vegetarian,samosa chaat,veg,samosa,snacks,chaat",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
BC-FOOD-000033,Royal Biryani & Caterers,Kachori (2 pcs),Kachori 2 pcs,Snacks,Snacks,Food,1 Serving / Portion,1,portion,Traditional vegetarian Kachori 2 pcs prepared in classic style with authentic spices and fresh ingredients for a hearty meal.,,Standard Serving,30,,30,,Royal Biryani & Caterers,,,bc_food_133,99,AVAILABLE,AVAILABLE,NO,VEG,Royal Biryani & Caterers,Royal Biryani & Caterers,/images/food/bc_food_133.webp?v=20260810_razor_sharp_hd_v11,SOURCE_CATALOG,REVIEW_REQUIRED,,Bhusawal Connect Food & Restaurant Catalog,"vegetarian,kachori (2 pcs),veg,pcs),snacks,kachori",VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Preserved from existing verified Bhusawal Connect Food catalog (225 items).
