productId,brand,name,displayName,category,subcategory,section,packSize,quantity,unit,variant,flavour,size,mrp,estimatedMRP,sellingPrice,discount,manufacturer,barcode,gtin,sku,stock,availability,bhusawalAvailability,prescriptionRequired,vegNonVeg,restaurantName,shopName,image,imageSource,imageLicenseStatus,sourceURL,sourceName,searchKeywords,verificationStatus,mrpVerificationStatus,imageVerificationStatus,duplicateStatus,ageRestricted,legalReviewRequired,dataConflict,lastVerifiedDate,notes
BC-MED-000012,Zydus,Sugar Free Gold Pellets,Sugar Free Gold Pellets,Diabetes,OTC Healthcare,Health & OTC,500 Pellets,1,pack,,,500 Pellets,145,,125,14% OFF,Zydus,,,med_303,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,sugar free gold pellets zydus diabetes medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000013,Roche,Accu-Chek Active Test Strips,Accu-Chek Active Test Strips,Diabetes,OTC Healthcare,Health & OTC,50 Strips,1,pack,,,50 Strips,1050,,899,14% OFF,Roche,,,med_304,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1576091160399-112ba8d25d1d?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,accu-chek active test strips roche diabetes medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000014,USV,Ecosprin 75mg Tablet,Ecosprin 75mg Tablet,Heart Care,Prescription Drugs,Medicines,14 Tablets,1,tablets,,,14 Tablets,14,,12,14% OFF,USV,,,med_401,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,ecosprin 75mg tablet usv heart care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000015,Zydus,Atorva 10mg Tablet,Atorva 10mg Tablet,Heart Care,Prescription Drugs,Medicines,15 Tablets,1,tablets,,,15 Tablets,110,,98,11% OFF,Zydus,,,med_402,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,atorva 10mg tablet zydus heart care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000016,Lupin,Clopitab 75mg Tablet,Clopitab 75mg Tablet,Heart Care,Prescription Drugs,Medicines,15 Tablets,1,tablets,,,15 Tablets,95,,85,11% OFF,Lupin,,,med_403,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,clopitab 75mg tablet lupin heart care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000017,Cipla,Amlodipine 5mg Tablet,Amlodipine 5mg Tablet,Blood Pressure,Prescription Drugs,Medicines,15 Tablets,1,tablets,,,15 Tablets,42,,35,17% OFF,Cipla,,,med_501,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,amlodipine 5mg tablet cipla blood pressure medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000018,Glenmark,Telma 40mg Tablet,Telma 40mg Tablet,Blood Pressure,Prescription Drugs,Medicines,15 Tablets,1,tablets,,,15 Tablets,220,,195,11% OFF,Glenmark,,,med_502,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,telma 40mg tablet glenmark blood pressure medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000019,Torrent,Losartan 50mg Tablet,Losartan 50mg Tablet,Blood Pressure,Prescription Drugs,Medicines,15 Tablets,1,tablets,,,15 Tablets,78,,68,13% OFF,Torrent,,,med_503,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,losartan 50mg tablet torrent blood pressure medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000020,Sun Pharma,Revital H Daily Multivitamin,Revital H Daily Multivitamin,Vitamins,OTC Healthcare,Health & OTC,60 Capsules,1,pack,,,60 Capsules,550,,495,10% OFF,Sun Pharma,,,med_601,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,revital h daily multivitamin sun pharma vitamins medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000021,Torrent,Shelcal 500 Calcium & D3,Shelcal 500 Calcium & D3,Vitamins,OTC Healthcare,Health & OTC,15 Tablets,1,tablets,,,15 Tablets,131,,118,10% OFF,Torrent,,,med_602,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,shelcal 500 calcium & d3 torrent vitamins medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000022,Pfizer,Becosules Z Capsules,Becosules Z Capsules,Vitamins,OTC Healthcare,Health & OTC,20 Capsules,1,pack,,,20 Capsules,52,,48,8% OFF,Pfizer,,,med_603,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,becosules z capsules pfizer vitamins medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000023,Abbott,Limcee 500mg Vitamin C Chewable,Limcee 500mg Vitamin C Chewable,Vitamins,OTC Healthcare,Health & OTC,15 Tablets,1,tablets,,,15 Tablets,26,,24,8% OFF,Abbott,,,med_604,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,limcee 500mg vitamin c chewable abbott vitamins medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000024,Abbott,Ensure Balanced Nutrition Powder,Ensure Balanced Nutrition Powder,Supplements,OTC Healthcare,Health & OTC,400g Tin,1,pack,,,400g Tin,850,,780,8% OFF,Abbott,,,med_701,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,ensure balanced nutrition powder abbott supplements medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000025,HUL,Horlicks Classic Malt,Horlicks Classic Malt,Supplements,OTC Healthcare,Health & OTC,500g Jar,1,pack,,,500g Jar,450,,395,12% OFF,HUL,,,med_702,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1631549916768-4119b2e5f926?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,horlicks classic malt hul supplements medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000026,Danone,Protinex Original Powder,Protinex Original Powder,Supplements,OTC Healthcare,Health & OTC,400g Tin,1,pack,,,400g Tin,620,,545,12% OFF,Danone,,,med_703,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,protinex original powder danone supplements medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000027,MuscleBlaze,MuscleBlaze Whey Gold Protein,MuscleBlaze Whey Gold Protein,Protein,OTC Healthcare,Health & OTC,1kg Pack,1,pack,,,1kg Pack,2999,,2399,20% OFF,MuscleBlaze,,,med_801,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,muscleblaze whey gold protein muscleblaze protein medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000028,ON,Optimum Nutrition Gold Standard,Optimum Nutrition Gold Standard,Protein,OTC Healthcare,Health & OTC,2lb Jar,1,pack,,,2lb Jar,4899,,4199,14% OFF,ON,,,med_802,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1631549916768-4119b2e5f926?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,optimum nutrition gold standard on protein medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000029,GNC,GNC Pro Performance Whey,GNC Pro Performance Whey,Protein,OTC Healthcare,Health & OTC,1kg Pack,1,pack,,,1kg Pack,2499,,1999,20% OFF,GNC,,,med_803,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,gnc pro performance whey gnc protein medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000030,Dabur,Dabur Chyawanprash Special,Dabur Chyawanprash Special,Ayurvedic,OTC Healthcare,Health & OTC,1kg Jar,1,pack,,,1kg Jar,395,,345,13% OFF,Dabur,,,med_901,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1631549916768-4119b2e5f926?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,dabur chyawanprash special dabur ayurvedic medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000031,Patanjali,Patanjali Giloy Juice,Patanjali Giloy Juice,Ayurvedic,OTC Healthcare,Health & OTC,500ml Bottle,1,ml,,,500ml Bottle,145,,125,14% OFF,Patanjali,,,med_902,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1585435557343-3b092031a831?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,patanjali giloy juice patanjali ayurvedic medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000032,Himalaya,Himalaya Ashvagandha Tablet,Himalaya Ashvagandha Tablet,Ayurvedic,OTC Healthcare,Health & OTC,60 Tablets,1,tablets,,,60 Tablets,220,,195,11% OFF,Himalaya,,,med_903,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,himalaya ashvagandha tablet himalaya ayurvedic medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000033,Pampers,Pampers All-Round Protection Diapers,Pampers All-Round Protection Diapers,Baby Care,OTC Healthcare,Health & OTC,48 Diapers (M),1,pack,,,48 Diapers (M),899,,799,11% OFF,Pampers,,,med_1001,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1519689680058-324335c77eba?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,pampers all-round protection diapers pampers baby care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000034,Himalaya,Himalaya Gentle Baby Wipes,Himalaya Gentle Baby Wipes,Baby Care,OTC Healthcare,Health & OTC,72 Wipes,1,pack,,,72 Wipes,195,,175,10% OFF,Himalaya,,,med_1002,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,himalaya gentle baby wipes himalaya baby care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000035,Nestle,Cerelac Wheat Apple Baby Cereal,Cerelac Wheat Apple Baby Cereal,Baby Care,OTC Healthcare,Health & OTC,300g Box,1,pack,,,300g Box,275,,260,5% OFF,Nestle,,,med_1003,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,cerelac wheat apple baby cereal nestle baby care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000036,P&G,Whisper Ultra Clean Pads,Whisper Ultra Clean Pads,Women's Care,OTC Healthcare,Health & OTC,30 Pads (XL),1,pack,,,30 Pads (XL),210,,185,12% OFF,P&G,,,med_1101,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1608248597379-e07543926b11?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,whisper ultra clean pads p&g women's care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000037,Mankind,i-Know Pregnancy Test Kit,i-Know Pregnancy Test Kit,Women's Care,OTC Healthcare,Health & OTC,1 Kit,1,pack,,,1 Kit,75,,65,13% OFF,Mankind,,,med_1102,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,i-know pregnancy test kit mankind women's care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000038,USV,Folic Acid 5mg Tablet,Folic Acid 5mg Tablet,Women's Care,Prescription Drugs,Medicines,30 Tablets,1,tablets,,,30 Tablets,22,,18,18% OFF,USV,,,med_1103,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,folic acid 5mg tablet usv women's care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000039,Himalaya,Himalaya Tentex Forte Tablet,Himalaya Tentex Forte Tablet,Men's Care,OTC Healthcare,Health & OTC,10 Tablets,1,tablets,,,10 Tablets,180,,160,11% OFF,Himalaya,,,med_1201,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,himalaya tentex forte tablet himalaya men's care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000040,Man Matters,Man Matters Biotin Gummies,Man Matters Biotin Gummies,Men's Care,OTC Healthcare,Health & OTC,60 Gummies,1,pack,,,60 Gummies,699,,599,14% OFF,Man Matters,,,med_1202,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1550572017-edf79289989a?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,man matters biotin gummies man matters men's care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000041,Zandu,Zandu Vigorex Gold Capsules,Zandu Vigorex Gold Capsules,Men's Care,OTC Healthcare,Health & OTC,20 Capsules,1,pack,,,20 Capsules,260,,225,13% OFF,Zandu,,,med_1203,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,zandu vigorex gold capsules zandu men's care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
