SKU,PRODUCT,BARCODE,IMAGE_URL,IMAGE_SOURCE,IMAGE_LICENSE,IMAGE_CONFIDENCE,IMAGE_STATUS,MATCH_METHOD,NOTES
BC-000039,Spinach Palak Leaf 250 g,8900000000039,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000040,Banana Robusta 1 dozen,8900000000040,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000041,Banana Shrimanti 1 dozen,8900000000041,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000042,Onion Nashik Red 1 kg,8900000000042,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000043,Tomato Hybrid Red 500 g,8900000000043,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000044,Green Chilli Tikka 100 g,8900000000044,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000045,Ginger Fresh Sonth 100 g,8900000000045,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000046,Garlic Desi 250 g,8900000000046,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000047,Coriander Leaf Bundle 2 bunches,8900000000047,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000048,Pomegranate Phule Arakta 1 kg,8900000000048,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000049,Guava Maharashtra Pink 500 g,8900000000049,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000050,Papaya Honey Sweet 2 pcs,8900000000050,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000051,Orange Nagpur Juicym 2 kg,8900000000051,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000052,Apple Shimla Royal 1 kg,8900000000052,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000053,Lady Finger Bhindi 1 kg,8900000000053,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000054,Brinjal Black Beauty 1 kg,8900000000054,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000055,Cauliflower Gobhi 2 pcs,8900000000055,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000056,Spinach Palak Leaf 500 g,8900000000056,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000057,Banana Shrimanti 1 dozen,8900000000057,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000058,Potato Indore Special 5 kg,8900000000058,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000059,Garlic Desi 100 g,8900000000059,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000060,Pomegranate Phule Arakta 500 g,8900000000060,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000061,Papaya Honey Sweet 1 pc approx 1kg,8900000000061,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000062,Orange Nagpur Juicym 2 kg,8900000000062,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000063,Apple Shimla Royal 500 g,8900000000063,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000064,Lemon Nimbu Yellow 250 g,8900000000064,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000065,Lady Finger Bhindi 250 g,8900000000065,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000066,Brinjal Black Beauty 250 g,8900000000066,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000067,Cabbage Green 1 pc,8900000000067,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000068,Onion Nashik Red 1 kg,8900000000068,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000069,Tomato Hybrid Red 2 kg,8900000000069,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000070,Ginger Fresh Sonth 500 g,8900000000070,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000071,Garlic Desi 500 g,8900000000071,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000072,Coriander Leaf Bundle 1 bunch,8900000000072,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000073,Guava Maharashtra Pink 500 g,8900000000073,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000074,Apple Shimla Royal 2 kg,8900000000074,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000075,Brinjal Black Beauty 1 kg,8900000000075,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000076,Cabbage Green 1 pc,8900000000076,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000077,Spinach Palak Leaf 250 g,8900000000077,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000078,Banana Robusta 1 dozen,8900000000078,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000079,Tomato Hybrid Red 500 g,8900000000079,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000080,Green Chilli Tikka 250 g,8900000000080,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000081,Ginger Fresh Sonth 500 g,8900000000081,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000082,Garlic Desi 250 g,8900000000082,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000083,Orange Nagpur Juicym 1 kg,8900000000083,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000084,Lemon Nimbu Yellow 6 pcs,8900000000084,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000085,Brinjal Black Beauty 250 g,8900000000085,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000086,Cauliflower Gobhi 2 pcs,8900000000086,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000087,Spinach Palak Leaf 250 g,8900000000087,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000088,Potato Indore Special 1 kg,8900000000088,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000089,Green Chilli Tikka 250 g,8900000000089,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000090,Pomegranate Phule Arakta 2 kg,8900000000090,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000091,Guava Maharashtra Pink 500 g,8900000000091,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000092,Papaya Honey Sweet 2 pcs,8900000000092,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000093,Apple Shimla Royal 2 kg,8900000000093,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000094,Lemon Nimbu Yellow 6 pcs,8900000000094,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000095,Lady Finger Bhindi 500 g,8900000000095,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000096,Brinjal Black Beauty 1 kg,8900000000096,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000097,Cauliflower Gobhi 1 pc,8900000000097,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000098,Spinach Palak Leaf 500 g,8900000000098,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000099,Banana Robusta 1 dozen,8900000000099,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000100,Onion Nashik Red 5 kg,8900000000100,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000101,Tomato Hybrid Red 2 kg,8900000000101,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000102,Coriander Leaf Bundle 1 bunch,8900000000102,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000103,Pomegranate Phule Arakta 1 kg,8900000000103,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000104,Guava Maharashtra Pink 1 kg,8900000000104,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000105,Papaya Honey Sweet 2 pcs,8900000000105,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000106,Apple Shimla Royal 2 kg,8900000000106,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000107,Lemon Nimbu Yellow 6 pcs,8900000000107,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000108,Brinjal Black Beauty 250 g,8900000000108,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000109,Cabbage Green 1 pc,8900000000109,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000110,Potato Indore Special 1 kg,8900000000110,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000111,Tomato Hybrid Red 500 g,8900000000111,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000112,Garlic Desi 100 g,8900000000112,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000113,Pomegranate Phule Arakta 1 kg,8900000000113,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000114,Orange Nagpur Juicym 2 kg,8900000000114,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000115,Cauliflower Gobhi 1 pc,8900000000115,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000116,Spinach Palak Leaf 1 bunch,8900000000116,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000117,Potato Indore Special 5 kg,8900000000117,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000118,Tomato Hybrid Red 2 kg,8900000000118,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000119,Ginger Fresh Sonth 500 g,8900000000119,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000120,Garlic Desi 500 g,8900000000120,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000121,Pomegranate Phule Arakta 2 kg,8900000000121,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000122,Lemon Nimbu Yellow 250 g,8900000000122,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000123,Spinach Palak Leaf 1 bunch,8900000000123,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000124,Ginger Fresh Sonth 100 g,8900000000124,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000125,Coriander Leaf Bundle 2 bunches,8900000000125,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000126,Pomegranate Phule Arakta 1 kg,8900000000126,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000127,Guava Maharashtra Pink 1 kg,8900000000127,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000128,Brinjal Black Beauty 500 g,8900000000128,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000129,Green Chilli Tikka 100 g,8900000000129,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000130,Garlic Desi 250 g,8900000000130,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000131,Lady Finger Bhindi 250 g,8900000000131,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000132,Onion Nashik Red 5 kg,8900000000132,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000133,Pomegranate Phule Arakta 500 g,8900000000133,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000134,Lady Finger Bhindi 500 g,8900000000134,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000135,Brinjal Black Beauty 1 kg,8900000000135,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000136,Spinach Palak Leaf 250 g,8900000000136,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000137,Green Chilli Tikka 100 g,8900000000137,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000138,Ginger Fresh Sonth 100 g,8900000000138,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000139,Orange Nagpur Juicym 2 kg,8900000000139,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000140,Apple Shimla Royal 500 g,8900000000140,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000141,Tomato Hybrid Red 1 kg,8900000000141,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000142,Green Chilli Tikka 500 g,8900000000142,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000143,Coriander Leaf Bundle 2 bunches,8900000000143,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000144,Onion Nashik Red 5 kg,8900000000144,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000145,Papaya Honey Sweet 2 pcs,8900000000145,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000146,Lemon Nimbu Yellow 6 pcs,8900000000146,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000147,Lady Finger Bhindi 1 kg,8900000000147,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000148,Cabbage Green 2 pcs,8900000000148,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000149,Green Chilli Tikka 250 g,8900000000149,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000150,Pomegranate Phule Arakta 2 kg,8900000000150,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000151,Apple Shimla Royal 1 kg,8900000000151,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000152,Lady Finger Bhindi 250 g,8900000000152,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000153,Garlic Desi 500 g,8900000000153,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000154,Pomegranate Phule Arakta 500 g,8900000000154,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000155,Guava Maharashtra Pink 1 kg,8900000000155,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000156,Green Chilli Tikka 100 g,8900000000156,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000157,Garlic Desi 500 g,8900000000157,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000158,Ginger Fresh Sonth 250 g,8900000000158,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000159,Coriander Leaf Bundle 2 bunches,8900000000159,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000160,Lady Finger Bhindi 500 g,8900000000160,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000161,Onion Nashik Red 5 kg,8900000000161,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000162,Potato Indore Special 5 kg,8900000000162,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000163,Tomato Hybrid Red 1 kg,8900000000163,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000164,Mother Dairy Gold Full Cream Milk 1 L,8900000000164,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000165,Amul Fresh Masti Dahi Curd 400 g,8900000000165,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000166,Mother Dairy Cheese Block Cheddar 500 g,8900000000166,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000167,Mother Dairy Classic Sandwich White Bread 400 g,8900000000167,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000168,Mother Dairy Processed Cheese Slices 100 g 5 Slices,8900000000168,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000169,Mother Dairy Chocos Chocolate Cereal 125 g,8900000000169,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000170,Amul Rolled Oats Whole Grain 500 g,8900000000170,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000171,Mother Dairy Classic Sandwich White Bread 800 g,8900000000171,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000172,Amul Taaza Homogenised Toned Milk 500 ml,8900000000172,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000173,Mother Dairy Fresh Masti Dahi Curd 400 g,8900000000173,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000174,Mother Dairy Processed Cheese Slices 200 g 10 Slices,8900000000174,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000175,Amul Muesli Fruit & Nut Crunch 1 kg,8900000000175,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000176,Mother Dairy Gold Full Cream Milk 500 ml,8900000000176,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000177,Amul Corn Flakes Real Honey & Almond 250 g,8900000000177,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000178,Mother Dairy Rolled Oats Whole Grain 1 kg,8900000000178,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000179,Mother Dairy Muesli Fruit & Nut Crunch 1 kg,8900000000179,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000180,Mother Dairy Fresh Malai Paneer 1 kg,8900000000180,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000181,Amul Classic Sandwich White Bread 400 g,8900000000181,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000182,Mother Dairy Cow Ghee Desi Pure 1 L,8900000000182,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000183,Mother Dairy Pasteurised Salted Butter 100 g,8900000000183,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000184,Mother Dairy Corn Flakes Real Honey & Almond 875 g,8900000000184,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000185,Mother Dairy Chocos Chocolate Cereal 375 g,8900000000185,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000186,Amul Rolled Oats Whole Grain 2 kg,8900000000186,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000187,Mother Dairy Pasteurised Salted Butter 200 g,8900000000187,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000188,Amul Fresh Malai Paneer 400 g,8900000000188,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000189,Amul Processed Cheese Slices 100 g 5 Slices,8900000000189,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000190,Mother Dairy Chocos Chocolate Cereal 250 g,8900000000190,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000191,Amul 100% Whole Wheat Brown Bread 400 g,8900000000191,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000192,Mother Dairy Taaza Homogenised Toned Milk 1 L,8900000000192,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000193,Mother Dairy Pasteurised Salted Butter 500 g,8900000000193,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000194,Amul Cheese Block Cheddar 200 g,8900000000194,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000195,Amul Corn Flakes Real Honey & Almond 475 g,8900000000195,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000196,Mother Dairy Rolled Oats Whole Grain 2 kg,8900000000196,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000197,Amul Cheese Block Cheddar 500 g,8900000000197,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000198,Mother Dairy 100% Whole Wheat Brown Bread 400 g,8900000000198,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000199,Amul Gold Full Cream Milk 1 L,8900000000199,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000200,Amul Cow Ghee Desi Pure 500 ml,8900000000200,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
